relationship,guidance,social,collaboration,funding,benefits,publications,teaching,careersupport,Age,Gender,LatinoHispanic,MiddleEastern,African,SouthAsian,EastAsian,OtherEth,Africa,Asia,Australasia,NorthCentralAmerica,SouthAmerica,PhDReason,HoursWorked,HoursMeeting,Anxiety,Bullying,Discrimination,Caring,Class1,Class2,Class3,Class4,Class5,Class6,Class,ID
4,3,5,5,4,4,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.427,0,.317,0,.256,2,5110
4,3,2,3,5,5,3,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,.672,.018,.306,0,.004,2,5111
2,1,5,2,3,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,.021,.132,.107,0,.739,0,5,5112
1,4,1,4,2,3,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,.027,.063,.002,0,.908,0,5,5116
0,0,0,1,4,4,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,.865,0,0,0,.135,0,1,5120
5,5,4,4,6,6,3,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,.003,0,.138,0,.859,6,5122
6,6,3,6,6,2,6,6,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,.012,0,.988,6,5123
5,5,5,4,6,5,2,5,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,.018,0,.982,6,5128
0,0,3,1,1,5,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,.546,0,0,0,.454,0,1,5139
0,1,0,6,0,0,4, ,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,.485,0,0,0,.515,0,5,5141
4,4,2,4,6,6,2, ,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,.494,0,.366,0,.139,2,5145
3,3,0,0,3,5,0,3,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,.001,.302,.683,.003,.011,0,3,5148
6,6,3,4,5, , ,2, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,.531,0,.469,4,5154
6,5,3,5,5,5,0,5,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,.607,0,.393,4,5166
4,4,5,5,3,5,3,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.284,0,.458,0,.258,4,5171
0,2,2,1,2,1,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,.626,0,0,0,.374,0,1,5182
4,3,5,5,3,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,.434,0,.506,0,.06,4,5185
6,6,0,6,6,5,2,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,.231,0,.769,6,5187
6,6,5,2,1,0,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,.98,0,.02,4,5188
6,6,4,4,2,3, ,3,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,.294,0,.706,6,5193
1,3,4,3,4,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,.064,.005,.002,0,.928,0,5,5194
5,2,5,4,3,5,2,1,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,.059,.002,.899,0,.041,4,5199
6,5,5,5,4,4,4,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,.132,0,.868,6,5205
5,6,5,4,5,4,3,4, ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,.001,0,.249,0,.75,6,5206
0,1,3,1, ,1,5, ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,.359,0,0,0,.64,0,5,5207
5,4,2,5,5,1,2, ,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,.009,.001,.967,0,.024,4,5209
5,4,4,4,2,4,2,6,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,.004,0,.418,0,.577,6,5210
 ,5,5, ,5,4,0,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,.017,0,.074,0,.909,6,5216
6,3,6,6,6,3,3,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.027,0,.973,6,5219
6,2,4,6,5,5,4,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.001,0,.263,0,.736,6,5224
0,6,3,0,0,6,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,.018,.001,0,0,.981,0,5,5225
3,3,2,5,3,0,5,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,.919,.034,.046,.001,0,2,5227
6,5,2,4,4, ,2, ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,.698,0,.302,4,5228
3,5,3,3,3,3,2,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,.903,.005,.091,0,0,2,5230
3,3,3,1,5,2,2, ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,.432,.542,.006,.02,0,3,5235
4,3,4,5,3,4,3,4,5,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.359,0,.4,0,.241,4,5239
4,5,6,2,6,5,0, ,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.379,.001,.556,0,.064,4,5240
6,6,4,6,6,6,2,6,6,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,.001,0,.999,6,5241
3,3,4,3,3,3,0,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,.803,.168,.02,.008,0,2,5243
5,5,4,2,5,3,1,4,4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,.008,0,.888,0,.104,4,5246
4,5,4,6, ,6, , ,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.191,0,.508,0,.301,4,5247
5,6,6,5,5,6,5,6,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.003,0,.997,6,5252
6,6,6,6,2, ,6, ,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,.002,0,.998,6,5264
6,6,6,5,2,3,4,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,.014,0,.986,6,5266
5,5,1,1,6,0,4,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,.008,.072,.919,0,.001,4,5269
5,2,3,6,3,3,5,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,.031,0,.84,0,.129,4,5270
2,2,4,4,6,3,4, ,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.87,.001,0,.128,0,2,5278
1,1,6,0,3,0,2, ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,.218,.001,.001,0,.78,0,5,5293
3,4,6, ,6,6,3, , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,.956,0,.016,.001,.028,2,5302
4,4,3,4,6,3,4,4,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,.243,0,.334,0,.424,6,5304
6,6,6,6,2,5,2, , ,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,.108,0,.892,6,5305
5,3,4,2,4,4,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,.031,.379,.589,0,0,4,5307
2,0,0,0,0,6,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,.77,.005,.15,0,.075,0,1,5310
0,6,0,3,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,.881,0,0,0,.118,0,1,5312
4,3,2,5,5,4,3, ,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,.466,0,.367,0,.167,2,5313
4,4,3,3,5,0,0,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,.24,.023,.735,0,.002,4,5314
2,4,4,3,5,5,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,.973,0,0,.026,0,2,5315
6,4,4,4,6,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.958,0,.041,4,5325
4,3,5,5,6,3, , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.49,.003,.358,0,.15,2,5326
6,6,6,6,6,3,3, ,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.181,0,.819,6,5328
5,1,4,5,0,6,2,5,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.085,.002,.881,0,.031,4,5331
5,4,3,4,5,5,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,.389,0,.601,6,5332
6,5,4,6,4,3,4,5,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,.203,0,.797,6,5339
0,0,2,4,2,0,2, ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.581,0,0,0,.419,0,1,5341
6,6,1,4,0,3,3,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,.997,0,.003,4,5344
3,2,5,5,0,5,0, ,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,.946,.031,.017,.007,0,2,5348
6,5,4,4,5,2,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.872,0,.128,4,5351
5,5,2,4,6,6,2,3,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,.004,0,.276,0,.719,6,5352
4,2,2,2,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,.018,.971,.01,0,0,3,5355
0,0,0,0,3,6,0, ,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,.837,0,0,0,.163,0,1,5356
6,5,5, ,5,2, ,3,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,.162,0,.838,6,5357
3,2,3,3,1,3,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,.001,.082,.897,.001,.02,0,3,5360
6,6,3,6,4,2,0, ,6,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,.185,0,.815,6,5368
3,4,5,5,6,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.98,0,.015,0,.005,2,5377
5,5,6,5,5,5,4,5,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.027,0,.972,6,5385
2,3,3,5,5,3,6,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,.991,0,0,.008,0,2,5388
6,6,4,6,6,6,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,.014,0,.986,6,5390
4,1,4,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,.027,.965,.008,0,0,3,5391
6,5,6,6,2,0,3,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,.335,0,.665,6,5394
3,1,4,5,6,6,4, ,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,.993,.001,.002,.004,0,2,5398
4,4,1,4,3,3, ,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.159,.556,.285,0,0,3,5403
6,2,6,6,2,0,4,3,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,.838,0,.162,4,5405
4,4,3,4,3,4,0,3,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.329,.009,.658,0,.004,4,5409
6,4,3,2, ,3,0, ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,.051,.948,0,0,4,5411
5,2,1,5,3,0,2,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,.009,.667,.325,0,0,3,5412
6,3,2,4,3,1,2,3,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.001,.994,0,.005,4,5415
5,5,3,5,2,3,5,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,.002,0,.498,0,.5,6,5416
5,5,1,2,2,4,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,.006,.307,.686,0,0,4,5418
6,6,4,5,2,1,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,.921,0,.079,4,5419
1,2,3,4,4,4,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.001,.192,0,0,.807,0,5,5423
4,4,4,3,5,0,6,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,.307,.002,.666,0,.025,4,5425
3,4,2,2,3,4,4, ,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,.956,.014,.029,.001,0,2,5428
6,4,5,6,5,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,.158,0,.842,6,5430
6,5,3,4,6,6,6,6,5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,.003,0,.997,6,5433
5,6,2,5,5,6,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.004,0,.703,0,.293,4,5435
6,6,5,6,1,2,3,3,6,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,.076,0,.924,6,5438
5,2,5,5, ,5,3,2,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.049,0,.716,0,.236,4,5440
3,0,3,6,6,4,0,3,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,.988,.002,.002,.007,0,2,5445
0,0,0,0,6,2,2,6,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,.559,0,0,0,.441,0,1,5450
5,5,1,2,0,0,2,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,.002,.28,.718,0,0,4,5455
6,6,6,6,6,6,2, ,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,.001,0,.999,6,5459
1,3,0,1,3,2,0, ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,.864,0,.002,0,.134,0,1,5460
3,3,6,5,6,4,3, ,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,.984,0,.014,.001,.001,2,5461
0,0,4,2, ,3,4, ,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,.099,0,0,0,.901,0,5,5462
5,4,6,3,2,2,3,3, ,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,.009,.001,.932,0,.057,4,5464
4,4,3,4, , , , ,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,.365,.023,.598,0,.014,4,5469
1,0,4,2,5,3,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.019,0,0,0,.98,0,5,5473
5,5,4,6,4,3,3, ,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,.003,0,.604,0,.393,4,5478
5,5,5,4,2,4,2,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.006,0,.939,0,.055,4,5484
6,6,5,6,6,4,3,4,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,.065,0,.935,6,5487
1,4,5,4,6,4,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,.434,0,0,.566,0,5,5490
5,6,2,4,0,0, ,3, ,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,.001,.002,.987,0,.01,4,5491
5,5,5,2,6,5,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,.016,0,.902,0,.082,4,5493
6,6,6,6,5,6,4,4,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,.001,0,.999,6,5494
0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,.99,0,0,0,.01,0,1,5495
5,5,5,3,6,5,3, ,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.001,0,.087,0,.912,6,5496
4,4,5,4,5,3,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.4,.001,.569,0,.03,4,5498
2,1,0,0,3,6,0,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,.236,.004,.06,0,.7,0,5,5502
5,6,6,5,6,3,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.001,0,.306,0,.693,6,5505
2,3,3,3,5,5,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.899,.001,0,.099,0,2,5508
4,5,5,5, ,3, ,4,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,.041,0,.218,0,.74,6,5509
6,6,2,5,3,3,4,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,.719,0,.281,4,5511
5,5,6,5,5,5,5,5,5,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,.006,0,.994,6,5512
2,2,6,3,4,5,1,4,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,.861,0,0,.139,0,2,5514
6,5,6,6,5,3,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,.592,0,.408,4,5517
2,2,3,1,5,6,1,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,.574,.003,0,.422,0,2,5520
6,5,2,5, ,2,2, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.844,0,.156,4,5521
1,2,2,4,1,1,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,.11,.024,.004,0,.862,0,5,5523
3,0,1,2,5,6,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.003,.212,.694,0,.09,0,3,5530
4,1,6,5, ,2,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.753,.025,.22,0,.001,2,5541
6,6,5,5,6,5, , ,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.008,0,.992,6,5545
5,4,5,2,4,2,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,.019,.013,.966,0,.003,4,5546
5,4,6,4,6,5,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,.01,0,.33,0,.66,6,5547
2,4,5,0,0,0,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,.047,.191,.538,0,.224,0,3,5548
3,3,4,5,6,6,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.976,0,.01,0,.014,2,5549
1,2,2,3,6,3,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,.031,.032,.001,0,.935,0,5,5554
3,1,3,2,2,2,2, ,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.001,.094,.883,.001,.021,0,3,5555
5,2,3,3,5,5,3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,.129,.059,.81,0,.003,4,5556
5,5,4,4,4,4,3,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,.006,0,.715,0,.279,4,5557
0,0,0,1,5,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,.897,0,0,0,.103,0,1,5559
6,5,5,5,6,6,3,5,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,.006,0,.994,6,5560
6,3,5,4,1,2,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.976,0,.024,4,5561
4,0,2,5,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.113,.876,.011,0,0,3,5562
5,2,5,4,6,3,2,4, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.066,.003,.814,0,.117,4,5563
5,4,5,3,5,2,4, ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,.018,.002,.96,0,.02,4,5565
5,5,6,5,4,2,5,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,.004,0,.715,0,.281,4,5566
6,4,3,5,0, ,5,4, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,.676,0,.323,4,5569
4,4,3,3,1,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.244,.002,.725,0,.028,4,5575
6,4,4,5,4,4,3,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.435,0,.565,6,5577
4,2,5,6,6,6,5,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.349,0,.073,0,.578,6,5578
2, ,3,3,5,6,2, ,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.87,.001,0,.129,0,2,5580
5,1,0,5,3,4,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.064,.318,.618,0,0,4,5581
6,5,4,6,2,4,3,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,.83,0,.17,4,5583
0,0,0,0,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,.998,0,0,0,.002,0,1,5585
6,5,4,4,4,2,3,3,3,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,.853,0,.147,4,5586
5,5,3,5,3,6,3,5,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,.007,0,.694,0,.299,4,5589
0,5,0,2,4,4,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,.016,.001,0,0,.983,0,5,5593
5,5,2,3,0,1,2,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,.002,0,.986,0,.012,4,5594
3,4,1,2,3,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.177,.813,.009,.001,0,3,5595
6,2,2,5,3,3,5,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,.001,.008,.988,0,.002,4,5597
5,2,6,6,6,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.041,0,.686,0,.273,4,5598
6,6,3,4,4,5,2,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.199,0,.801,6,5599
3,5,4,5,5,4,3, ,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,.929,0,.065,0,.005,2,5600
4,6,4,5,3,5,5,5,5,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,.005,0,.033,0,.962,6,5602
2,3,2,2,4,1,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,.01,.708,.095,0,.187,0,2,5607
6,5,4,6,6,5,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.066,0,.934,6,5608
2,0,0,2,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.178,.11,.156,0,.556,0,5,5609
4,5,4,4,2,4,2,3,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,.16,0,.767,0,.073,4,5614
0,3,0,3,4,2,3,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,.074,.003,0,0,.923,0,5,5617
5,4,3,5,6,2,3,3,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,.012,0,.892,0,.096,4,5618
 , , , ,3, , , ,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.002,.196,.008,.379,.018,.396,6,5621
6,6,1,5,4,3,5,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,.83,0,.17,4,5626
2,4,6,3,6,2,3,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,.962,.002,.001,.035,0,2,5628
4,5,4,5,0,0,3,2,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,.048,0,.923,0,.029,4,5629
6,5,3,4,6,1,3,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,.984,0,.016,4,5630
5,5,4,5,6,6,3,6,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,.004,0,.996,6,5637
3,0,3,3,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.002,.01,.986,0,.002,0,3,5638
