"","ID","HomeCountry","relationship","guidance","social","collaboration","funding","benefits","publications","teaching","careersupport","Academia","DeltaA","PrepR","PrepNR","Age","Gender","Caucasian","Latino/Hispanic","Middle Eastern","African","South Asian","East Asian","OtherEth","Africa","Aisa (including Middle East)","Australasia","Europe","North or Central America","South America","PhDReason","HoursWorked","HoursMeeting","Anxiety","Bullying","Discrimination","Caring"
"5048",5048,0,6,5,5,6,3,6,1,5,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
"5051",5051,0,6,5,5,3,4,4,3,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"5053",5053,0,5,2,6,6,5,6,2,3,4,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"5054",5054,0,6,6,6,6,6,6,NA,NA,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"5055",5055,0,0,1,5,4,3,0,1,3,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0
"5056",5056,0,5,4,2,3,6,4,6,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"5058",5058,0,1,3,1,0,4,NA,1,3,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
"5063",5063,0,6,5,4,5,0,NA,5,NA,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"5065",5065,0,3,1,2,4,2,6,2,NA,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
"5066",5066,0,5,1,1,1,5,5,1,5,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"5067",5067,0,3,NA,4,3,6,5,2,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"5068",5068,0,3,2,1,2,5,1,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"5072",5072,0,6,3,3,6,1,6,0,NA,5,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"5075",5075,0,4,4,4,2,6,5,2,3,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"5078",5078,0,5,4,1,2,4,2,4,4,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
"5082",5082,0,6,6,3,5,5,6,3,3,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1
"5084",5084,0,5,0,5,2,5,0,5,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"5085",5085,0,4,3,5,5,3,2,4,3,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5087",5087,0,6,3,3,4,3,3,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"5088",5088,0,6,6,6,6,5,5,NA,NA,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"5091",5091,0,6,6,6,6,3,1,6,5,6,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"5092",5092,0,6,6,6,6,6,6,3,NA,6,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"5093",5093,0,3,0,3,1,1,3,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"5098",5098,0,6,5,4,2,6,1,2,5,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"5100",5100,0,4,0,4,3,4,6,5,NA,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1
"5101",5101,0,5,5,5,4,3,4,3,3,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"5103",5103,0,5,5,4,4,5,1,4,5,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"5104",5104,0,5,5,6,3,NA,3,NA,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"5107",5107,0,4,4,6,6,6,6,6,6,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5108",5108,0,3,2,5,3,2,3,0,3,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
"5110",5110,0,4,3,5,5,4,4,5,5,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"5111",5111,0,4,3,2,3,5,5,3,0,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"5112",5112,0,2,1,5,2,3,1,5,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"5116",5116,0,1,4,1,4,2,3,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"5120",5120,0,0,0,0,1,4,4,0,NA,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
"5122",5122,0,5,5,4,4,6,6,3,6,3,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
"5123",5123,0,6,6,3,6,6,2,6,6,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1
"5128",5128,0,5,5,5,4,6,5,2,5,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"5139",5139,0,0,0,3,1,1,5,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"5141",5141,0,0,1,0,6,0,0,4,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"5145",5145,0,4,4,2,4,6,6,2,NA,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
"5148",5148,0,3,3,0,0,3,5,0,3,3,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0
"5154",5154,0,6,6,3,4,5,NA,NA,2,NA,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"5166",5166,0,6,5,3,5,5,5,0,5,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"5171",5171,0,4,4,5,5,3,5,3,5,3,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"5182",5182,0,0,2,2,1,2,1,3,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
"5185",5185,0,4,3,5,5,3,3,4,4,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
"5187",5187,0,6,6,0,6,6,5,2,6,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"5188",5188,0,6,6,5,2,1,0,3,3,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1
"5193",5193,0,6,6,4,4,2,3,NA,3,5,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"5194",5194,0,1,3,4,3,4,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
"5199",5199,0,5,2,5,4,3,5,2,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"5205",5205,0,6,5,5,5,4,4,4,3,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
"5206",5206,0,5,6,5,4,5,4,3,4,NA,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
"5207",5207,0,0,1,3,1,NA,1,5,NA,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"5209",5209,0,5,4,2,5,5,1,2,NA,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
"5210",5210,0,5,4,4,4,2,4,2,6,5,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"5216",5216,0,NA,5,5,NA,5,4,0,5,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"5219",5219,0,6,3,6,6,6,3,3,3,6,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5224",5224,0,6,2,4,6,5,5,4,3,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"5225",5225,0,0,6,3,0,0,6,0,6,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
"5227",5227,0,3,3,2,5,3,0,5,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0
"5228",5228,0,6,5,2,4,4,NA,2,NA,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
"5230",5230,0,3,5,3,3,3,3,2,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"5235",5235,0,3,3,3,1,5,2,2,NA,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"5239",5239,0,4,3,4,5,3,4,3,4,5,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"5240",5240,0,4,5,6,2,6,5,0,NA,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"5241",5241,0,6,6,4,6,6,6,2,6,6,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"5243",5243,0,3,3,4,3,3,3,0,2,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
"5246",5246,0,5,5,4,2,5,3,1,4,4,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"5247",5247,0,4,5,4,6,NA,6,NA,NA,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5252",5252,0,5,6,6,5,5,6,5,6,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"5264",5264,0,6,6,6,6,2,NA,6,NA,6,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"5266",5266,0,6,6,6,5,2,3,4,6,5,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
"5269",5269,0,5,5,1,1,6,0,4,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"5270",5270,0,5,2,3,6,3,3,5,2,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0
"5278",5278,0,2,2,4,4,6,3,4,NA,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"5293",5293,0,1,1,6,0,3,0,2,NA,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
"5302",5302,0,3,4,6,NA,6,6,3,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"5304",5304,0,4,4,3,4,6,3,4,4,5,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"5305",5305,0,6,6,6,6,2,5,2,NA,NA,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"5307",5307,0,5,3,4,2,4,4,1,2,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
"5310",5310,0,2,0,0,0,0,6,4,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0
"5312",5312,0,0,6,0,3,3,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
"5313",5313,0,4,3,2,5,5,4,3,NA,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"5314",5314,0,4,4,3,3,5,0,0,3,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"5315",5315,0,2,4,4,3,5,5,4,6,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
"5325",5325,0,6,4,4,4,6,2,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5326",5326,0,4,3,5,5,6,3,NA,NA,NA,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"5328",5328,0,6,6,6,6,6,3,3,NA,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"5331",5331,0,5,1,4,5,0,6,2,5,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"5332",5332,0,5,4,3,4,5,5,3,5,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5339",5339,0,6,5,4,6,4,3,4,5,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"5341",5341,0,0,0,2,4,2,0,2,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"5344",5344,0,6,6,1,4,0,3,3,3,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
"5348",5348,0,3,2,5,5,0,5,0,NA,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
"5351",5351,0,6,5,4,4,5,2,0,3,4,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
"5352",5352,0,5,5,2,4,6,6,2,3,5,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
"5355",5355,0,4,2,2,2,4,0,1,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"5356",5356,0,0,0,0,0,3,6,0,NA,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
"5357",5357,0,6,5,5,NA,5,2,NA,3,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"5360",5360,0,3,2,3,3,1,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"5368",5368,0,6,6,3,6,4,2,0,NA,6,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
"5377",5377,0,3,4,5,5,6,6,5,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"5385",5385,0,5,5,6,5,5,5,4,5,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"5388",5388,0,2,3,3,5,5,3,6,0,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"5390",5390,0,6,6,4,6,6,6,3,4,4,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0
"5391",5391,0,4,1,4,4,5,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"5394",5394,0,6,5,6,6,2,0,3,3,5,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"5398",5398,0,3,1,4,5,6,6,4,NA,2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"5403",5403,0,4,4,1,4,3,3,NA,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5405",5405,0,6,2,6,6,2,0,4,3,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
"5409",5409,0,4,4,3,4,3,4,0,3,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"5411",5411,0,6,4,3,2,NA,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5412",5412,0,5,2,1,5,3,0,2,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
"5415",5415,0,6,3,2,4,3,1,2,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5416",5416,0,5,5,3,5,2,3,5,4,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
"5418",5418,0,5,5,1,2,2,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0
"5419",5419,0,6,6,4,5,2,1,3,4,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"5423",5423,0,1,2,3,4,4,4,3,3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"5425",5425,0,4,4,4,3,5,0,6,3,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"5428",5428,0,3,4,2,2,3,4,4,NA,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
"5430",5430,0,6,4,5,6,5,3,3,4,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"5433",5433,0,6,5,3,4,6,6,6,6,5,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0
"5435",5435,0,5,6,2,5,5,6,2,0,4,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"5438",5438,0,6,6,5,6,1,2,3,3,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1
"5440",5440,0,5,2,5,5,NA,5,3,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"5445",5445,0,3,0,3,6,6,4,0,3,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
"5450",5450,0,0,0,0,0,6,2,2,6,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
"5455",5455,0,5,5,1,2,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
"5459",5459,0,6,6,6,6,6,6,2,NA,6,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"5460",5460,0,1,3,0,1,3,2,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
"5461",5461,0,3,3,6,5,6,4,3,NA,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"5462",5462,0,0,0,4,2,NA,3,4,NA,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"5464",5464,0,5,4,6,3,2,2,3,3,NA,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0
"5469",5469,0,4,4,3,4,NA,NA,NA,NA,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"5473",5473,0,1,0,4,2,5,3,1,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"5478",5478,0,5,5,4,6,4,3,3,NA,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1
"5484",5484,0,5,5,5,4,2,4,2,4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"5487",5487,0,6,6,5,6,6,4,3,4,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0
"5490",5490,0,1,4,5,4,6,4,2,3,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"5491",5491,0,5,6,2,4,0,0,NA,3,NA,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"5493",5493,0,5,5,5,2,6,5,0,3,3,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
"5494",5494,0,6,6,6,6,5,6,4,4,6,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
"5495",5495,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"5496",5496,0,5,5,5,3,6,5,3,NA,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"5498",5498,0,4,4,5,4,5,3,3,4,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"5502",5502,0,2,1,0,0,3,6,0,5,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"5505",5505,0,5,6,6,5,6,3,2,6,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
"5508",5508,0,2,3,3,3,5,5,1,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5509",5509,0,4,5,5,5,NA,3,NA,4,5,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"5511",5511,0,6,6,2,5,3,3,4,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"5512",5512,0,5,5,6,5,5,5,5,5,5,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
"5514",5514,0,2,2,6,3,4,5,1,4,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"5517",5517,0,6,5,6,6,5,3,2,1,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
"5520",5520,0,2,2,3,1,5,6,1,4,3,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"5521",5521,0,6,5,2,5,NA,2,2,NA,NA,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"5523",5523,0,1,2,2,4,1,1,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"5530",5530,0,3,0,1,2,5,6,5,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"5541",5541,0,4,1,6,5,NA,2,4,2,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"5545",5545,0,6,6,5,5,6,5,NA,NA,5,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"5546",5546,0,5,4,5,2,4,2,4,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
"5547",5547,0,5,4,6,4,6,5,3,4,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"5548",5548,0,2,4,5,0,0,0,2,3,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
"5549",5549,0,3,3,4,5,6,6,4,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"5554",5554,0,1,2,2,3,6,3,0,1,3,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
"5555",5555,0,3,1,3,2,2,2,2,NA,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5556",5556,0,5,2,3,3,5,5,3,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0
"5557",5557,0,5,5,4,4,4,4,3,4,3,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
"5559",5559,0,0,0,0,1,5,0,0,5,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"5560",5560,0,6,5,5,5,6,6,3,5,5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"5561",5561,0,6,3,5,4,1,2,0,6,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"5562",5562,0,4,0,2,5,6,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
